Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Etiquetas,Etiquetas,Etiquetas,Etiquetas,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Fecha de inicio),Sprint,Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
TAREA 2.1.2 — API CRUD de Usuarios,SE-27,10274,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,17/jun/26 1:08 PM,17/jun/26 1:58 PM,17/jun/26 1:42 PM,17/jun/26 1:58 PM,,0,backend,usuarios,,,"|*Descripción*|Desarrollar los endpoints de gestión de usuarios para el administrador. *Endpoints:* {{GET /api/v1/usuarios}} — listar usuarios del tenant. {{GET /api/v1/usuarios/:id}} — obtener usuario por ID. {{POST /api/v1/usuarios}} — crear usuario con contraseña hasheada. {{PUT /api/v1/usuarios/:id}} — actualizar datos del usuario. {{PATCH /api/v1/usuarios/:id/desactivar}} — baja lógica. *Subtareas:* (1) Crear {{usuariosController.js}} con los 5 handlers. (2) Crear {{usuariosService.js}} con lógica de negocio (hashear password en creación). (3) Crear {{usuarios.routes.js}} con {{requireRole('Administrador')}}. (4) Validar que no se pueda desactivar el último administrador activo del tenant. (5) Validar email único por tenant en creación y edición. (6) Nunca retornar el campo {{password}} en ninguna respuesta.|
|*Criterios de Aceptación*|* {{GET /usuarios}} retorna lista de usuarios sin campo {{password}}. - {{POST /usuarios}} crea usuario con contraseña hasheada (bcrypt coste 10). - {{PATCH /usuarios/:id/desactivar}} hace baja lógica ({{activo = false}}). - Intentar desactivar el último admin activo → 400 con mensaje explicativo. - Email duplicado en el mismo tenant → 409 {{""El email ya está registrado""}}. - Rol insuficiente en cualquier endpoint → 403.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-22,0|i0006g:,,,SE Sprint 2,,3.0,,,,Listo,17/jun/26 1:58 PM,10236,SE-21,EPICA 2: Lógica de Negocio y Módulos Core
TAREA 2.2.1 — API CRUD de Estudiantes + Importación CSV,SE-29,10276,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,17/jun/26 1:14 PM,17/jun/26 2:21 PM,17/jun/26 1:59 PM,17/jun/26 2:21 PM,,0,backend,estudiantes,importacion,,"|*Descripción*|Desarrollar los endpoints de gestión de estudiantes y el procesador de importación masiva. *Dependencias a instalar:* {{multer}}, {{csv-parse}}, {{xlsx}}. *Endpoints:* {{GET /api/v1/estudiantes}} con filtros (curso, nombre, rut, activo). {{GET /api/v1/estudiantes/:id/perfil}} — perfil completo con incidentes y apoderados. {{POST /api/v1/estudiantes}} — crear estudiante individual. {{PUT /api/v1/estudiantes/:id}} — actualizar datos. {{POST /api/v1/estudiantes/importar}} — importación masiva CSV/Excel. *Subtareas:* (1) Instalar dependencias: {{npm install multer csv-parse xlsx}}. (2) Crear {{estudiantesController.js}} y {{estudiantesService.js}}. (3) Crear {{estudiantes.routes.js}} con roles según matriz. (4) Endpoint {{POST /importar}}: acepta {{.csv}} o {{.xlsx}}, columnas esperadas: {{rut}}, {{nombre}}, {{apellido}}, {{curso}}. Normaliza RUT (elimina puntos y guión, valida formato chileno). Busca o crea el curso por nombre automáticamente. Si RUT ya existe: hace upsert. Si RUT es inválido: agrega al reporte de errores sin detener la importación. Retorna resumen {{{ importados, actualizados, errores: [{ fila, rut, motivo }] }}}. (5) Búsqueda full-text por nombre y RUT con {{ilike}}. (6) Rechazar archivos mayores a 10MB.|
|*Criterios de Aceptación*|* CSV de 483 alumnos se procesa en menos de 5 segundos. - RUTs inválidos no detienen la importación — aparecen en el reporte de errores. - RUT duplicado en mismo tenant hace upsert (actualiza, no duplica). - {{GET /estudiantes?nombre=juan}} retorna resultados filtrados. - {{GET /estudiantes/:id/perfil}} retorna estudiante + array de incidentes + array de apoderados. - Archivo mayor a 10MB → 400 {{""El archivo no puede superar los 10MB""}}. - Roles insuficientes → 403.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-23,0|i0006g:i,,,SE Sprint 2,,5.0,,,,Listo,17/jun/26 2:21 PM,10236,SE-21,EPICA 2: Lógica de Negocio y Módulos Core
TAREA 2.3.1 — API Incidentes + Notificaciones,SE-31,10278,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,17/jun/26 1:17 PM,17/jun/26 2:41 PM,17/jun/26 2:22 PM,17/jun/26 2:41 PM,,0,backend,incidentes,notificaciones,,"|*Descripción*|Desarrollar los endpoints del módulo de convivencia con validaciones estrictas y notificaciones automáticas para incidentes graves. *Dependencias a instalar:* {{zod}}. *Endpoints:* {{GET /api/v1/incidentes}} con filtros (estado, gravedad, fecha, estudiante). {{GET /api/v1/incidentes/:id}} — detalle completo con estudiantes involucrados. {{POST /api/v1/incidentes}} — registrar nuevo incidente (RF-06). {{PATCH /api/v1/incidentes/:id/estado}} — cambiar estado (RF-09). {{GET /api/v1/tipos-abordaje}} — listar catálogo para poblar el select del formulario. *Subtareas:* (1) Instalar {{zod}}: {{npm install zod}}. (2) Crear {{incidentesController.js}} e {{incidentesService.js}}. (3) Crear {{incidentes.routes.js}} con roles según matriz. (4) Endpoint {{POST /incidentes}}: body con {{tipo_abordaje_id}}, {{fecha}}, {{gravedad}}, {{relato}}, {{medidas}}, {{estudiantes: [{ estudiante_id, es_victima, observacion }]}}. Validar con Zod todos los campos obligatorios y mínimo 1 estudiante involucrado. Insertar en {{incidentes}} e {{incidente_estudiantes}} en una transacción. Si gravedad es Grave o Gravísima → disparar {{notificacionService.crearAlerta()}}. Registrar en {{auditoria}} con acción CREATE. (5) Crear {{notificacionService.js}}: método {{crearAlerta(incidente, tenant_id)}} que inserta en tabla {{notificaciones}} con {{canal: 'interno'}}. Destinatarios: todos los usuarios con rol Coordinador o Administrador del tenant. Mensaje: {{""Incidente [gravedad] registrado el [fecha] — Estudiante: [nombre]""}}. (6) Endpoint {{PATCH /incidentes/:id/estado}}: valida transiciones permitidas (En Investigación → Derivado, Derivado → Cerrado). No permite retroceder estados. Registra en auditoría con acción UPDATE.|
|*Criterios de Aceptación*|* {{POST /incidentes}} sin campo {{relato}} → 400 con mensaje de validación específico. - {{POST /incidentes}} sin estudiantes → 400 {{""Debe incluir al menos un estudiante involucrado""}}. - Incidente Gravísimo → registro automático en tabla {{notificaciones}} con destinatarios correctos. - Incidente Leve → no genera notificación. - {{PATCH /estado}} con transición inválida → 400 {{""Transición de estado no permitida""}}. - Auditoría registra el evento CREATE con el {{registro_id}} del incidente creado. - Todos los campos en la respuesta coinciden con el contrato de API v2.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-24,0|i0006g:r,,,SE Sprint 2,,5.0,,,,Listo,17/jun/26 2:41 PM,10236,SE-21,EPICA 2: Lógica de Negocio y Módulos Core
HU 1.2 – Motor Backend y Autenticación,SE-5,10188,Historia,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,12/jun/26 12:27 AM,17/jun/26 1:43 PM,17/jun/26 1:43 PM,17/jun/26 1:43 PM,,0,backend,,,,"*Como* usuario del sistema, *quiero* autenticarme de forma segura con mi correo institucional y contraseña *para* obtener acceso al sistema con bloqueo automático de cuenta ante 5 intentos fallidos.

Criterios de Aceptación- 
Servidor Node/Express responde GET /api/v1/health con 200 OK. - Login exitoso retorna JWT con user_id, tenant_id, rol y expiración de 8 horas. - Tras 5 intentos fallidos consecutivos, la cuenta queda bloqueada 15 minutos. - Rutas sin token retornan 401; tokens inválidos o expirados son rechazados.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,SE-12,SE-13,SE-14,SE-15,,0|i0006h:,,,SE Sprint 1,SE Sprint 2,,,,,Listo,17/jun/26 1:43 PM,10187,SE-4,ÉPICA 1: Infraestructura y Core del Sistema
EPICA 2: Lógica de Negocio y Módulos Core,SE-21,10236,Epic,Tareas por hacer,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,,,,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,16/jun/26 2:26 PM,16/jun/26 2:26 PM,,,,0,backend,core,frontend,infra,"Desarrollar los flujos de gestión de convivencia, importación masiva de estudiantes, registro de incidentes con notificaciones automáticas, y protocolos normativos RICE. Esta épica cubre el Sprint 2 completo y los protocolos RICE en Sprint 3.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,,0|i0006n:,blue,,SE Sprint 2,,0.0,,,,Por hacer,16/jun/26 2:26 PM,,,
"Analítica, Reportería y Despliegue a Producción",SE-35,10314,Epic,Tareas por hacer,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,,,,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 9:47 PM,23/jun/26 9:47 PM,29/jun/26 4:04 PM,,,0,analitica,backend,deploy,frontend,"Completar el MVP con dashboard analítico en tiempo real, exportación de reportes PDF con membrete institucional, despliegue a producción en plataformas cloud PaaS con URL pública HTTPS, y validación UAT con el cliente.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,,0|i0006v:,dark_green,,SE Sprint 3,,,,,,Por hacer,23/jun/26 9:47 PM,,,
HU 3.4 – Certificación UAT y Entrega Final al Cliente,SE-39,10318,Historia,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 9:57 PM,29/jun/26 3:22 PM,31/ago/26 12:23 PM,29/jun/26 3:22 PM,,0,documentacion,entrega,uat,,"|*Descripción*|*Como* cliente (Coordinador de Convivencia), *quiero* validar el software operando con datos reales *para* dar mi aprobación formal de uso y recibir las credenciales y documentación del sistema.|
|*Criterios de Aceptación*|* Los 483 estudiantes están cargados en producción vía CSV. - Usuarios del establecimiento creados con sus 5 roles. - Pruebas UAT ejecutadas por el coordinador sin errores bloqueantes. - Acta de conformidad firmada por el cliente. - Credenciales entregadas al administrador del establecimiento. - Documentación técnica entregada: arquitectura, MER, URLs, manual básico.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,SE-47,SE-46,,,,0|i0007r:,,,SE Sprint 3,,,,,,Listo,29/jun/26 3:22 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
HU 3.2 – Exportación PDF de Historial Conductual,SE-37,10316,Historia,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 9:51 PM,29/jun/26 3:22 PM,23/jun/26 10:11 PM,29/jun/26 3:22 PM,,0,backend,frontend,pdf,reporteria,"|*Descripción*|*Como* coordinador de convivencia, *quiero* exportar el historial conductual de un estudiante en formato PDF con membrete institucional *para* presentarlo en reuniones, derivaciones o como evidencia formal ante la Superintendencia de Educación.|
|*Criterios de Aceptación*|* PDF generado incluye membrete con nombre de la escuela y fecha de emisión (RF-11). - PDF contiene datos del estudiante, listado cronológico de incidentes, tipos de abordaje y medidas adoptadas. - PDF incluye espacios para firmas al pie: Coordinador de Convivencia y Director. - Archivo se descarga con nombre {{historial_[rut]_[fecha].pdf}}. - Tiempo de generación menor a 3 segundos para hasta 50 incidentes. - Botón visible solo para Administrador y Coordinador.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,SE-42,SE-43,,,,0|i0007v:,,,SE Sprint 3,,,,,,Listo,29/jun/26 3:22 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
HU 3.1 – Dashboard Analítico con Visualización en Tiempo Real,SE-36,10315,Historia,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 9:50 PM,29/jun/26 3:22 PM,23/jun/26 10:06 PM,29/jun/26 3:22 PM,,0,analitica,backend,dashboard,frontend,"|*Descripción*|*Como* equipo directivo, *quiero* visualizar estadísticas conductuales del establecimiento en gráficos dinámicos *para* facilitar la toma de decisiones basada en datos reales en tiempo real.|
|*Criterios de Aceptación*|* Dashboard carga en menos de 3 segundos (RNF-07). - Gráfico de barras muestra frecuencia de incidentes por curso. - Gráfico de torta muestra distribución por gravedad (Leve/Grave/Gravísima). - Gráfico de líneas muestra tendencia temporal de incidentes por mes. - Todos los gráficos consumen datos reales de la BD. - Tarjetas de resumen: total incidentes, graves, protocolos activos, estudiantes en seguimiento. - Vista accesible para roles Administrador, Coordinador y Directivo. - Sin datos muestra estado vacío con mensaje apropiado.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,SE-40,SE-41,,,,0|i0007z:,,,SE Sprint 3,,,,,,Listo,29/jun/26 3:22 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
3.4.2 Pruebas UAT con el cliente y Documentación de Cierre,SE-47,10326,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 10:21 PM,29/jun/26 3:22 PM,,29/jun/26 3:22 PM,,0,documentacion,uat,,,"|*Descripción*|Ejecutar las pruebas UAT con el coordinador y entregar la documentación de cierre. *Guión de pruebas UAT (caja negra):* (1) Login con cada rol — verificar acceso correcto. (2) Buscar un estudiante por nombre sin tilde. (3) Ver perfil del estudiante con historial. (4) Registrar un incidente Gravísimo — verificar alerta visual. (5) Verificar notificación automática en panel del coordinador. (6) Abrir un protocolo RICE vinculado al incidente. (7) Cambiar estado del protocolo a Derivado con observación. (8) Exportar PDF del historial de un estudiante. (9) Verificar dashboard con gráficos actualizados. *Documentación de cierre:* arquitectura del sistema, modelo ER, URLs de producción, credenciales de administrador, manual básico de usuario.|
|*Criterios de Aceptación*|* Todas las pruebas UAT ejecutadas sin errores bloqueantes. - Acta de conformidad firmada por el cliente. - Documentación de cierre entregada en formato PDF o Word. - Credenciales de administrador entregadas al establecimiento. - URLs de producción documentadas y accesibles.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-39,0|i00088:,,,SE Sprint 3,,1.0,,,,Listo,29/jun/26 3:22 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
3.4.1 Carga de datos reales en producción y preparación ambiente UAT,SE-46,10325,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 10:19 PM,29/jun/26 3:21 PM,,29/jun/26 3:21 PM,,0,datos,produccion,uat,,"|*Descripción*|Preparar el ambiente de producción con datos reales para las pruebas UAT. *Subtareas:* (1) Exportar nómina real de estudiantes desde el SIGE del establecimiento y adaptar al formato CSV: {{rut,nombre,apellido,curso}}. (2) Importar nómina vía {{POST /api/v1/estudiantes/importar}} en producción. (3) Crear usuarios reales del establecimiento con contraseñas seguras: Administrador (1), Equipo de Formación/Coordinador (1), Directivo (1), Inspector (2), Docente (3). (4) Crear los cursos reales del establecimiento. (5) Registrar al menos 5 incidentes de prueba con distintas gravedades para poblar los gráficos del dashboard. (6) Verificar que el dashboard muestra datos correctamente en producción.|
|*Criterios de Aceptación*|* Los estudiantes reales están en producción y consultables por nombre y RUT. - Todos los usuarios del establecimiento pueden hacer login con sus credenciales. - El dashboard muestra datos reales con al menos 3 tipos de gravedad. - Los gráficos de Recharts renderizan correctamente con datos reales.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-39,0|i0008p:,,,SE Sprint 3,,1.0,,,,Listo,29/jun/26 3:21 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
3.2.1 API Generación PDF historial conductual con membrete institucional,SE-42,10321,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 10:10 PM,24/jun/26 9:25 PM,24/jun/26 9:06 PM,24/jun/26 9:25 PM,,0,backend,pdf,reporteria,,"|*Descripción*|Implementar la generación de PDF del historial conductual. *Dependencia:* {{npm install pdfkit}}. *Endpoint:* {{GET /api/v1/estudiantes/:id/pdf}}. *Subtareas:* (1) Instalar pdfkit: {{npm install pdfkit}}. (2) Crear {{pdfService.js}} con función {{generarHistorialPDF(estudiante, incidentes)}}. (3) Estructura del PDF: encabezado con nombre del establecimiento y fecha de emisión, datos del estudiante (nombre, RUT, curso, fecha nacimiento), tabla cronológica de incidentes (fecha, tipo, gravedad, relato, medidas), sección de firmas al pie (Coordinador de Convivencia + Director). (4) Agregar endpoint {{GET /api/v1/estudiantes/:id/pdf}} en {{estudiantes.routes.js}} con {{requireRole('Administrador', 'Equipo de Formación')}}. (5) El endpoint retorna el PDF como stream con header {{Content-Disposition: attachment; filename=historial_[rut]_[fecha].pdf}}. (6) Registrar en auditoría con {{tabla_afectada: 'reportes'}}.|
|*Criterios de Aceptación*|* PDF generado contiene membrete con nombre de la escuela. - PDF incluye todos los incidentes del estudiante ordenados por fecha descendente. - Espacios de firma presentes al pie. - Tiempo de generación menor a 3 segundos para hasta 50 incidentes. - Archivo descarga con nombre {{historial_[rut]_[fecha].pdf}}. - Roles insuficientes → 403.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-37,0|i0008r:,,,SE Sprint 3,,3.0,,,,Listo,24/jun/26 9:25 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
3.3.1 Deploy Backend en Render con variables de entorno,SE-44,10323,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 10:13 PM,23/jun/26 10:13 PM,,23/jun/26 10:13 PM,,0,deploy,,,,,,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,,0|i0008v:,,,SE Sprint 3,,,,,,Listo,23/jun/26 10:13 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
3.2.2 UI Botón descarga PDF en perfil del estudiante,SE-43,10322,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Daniel Flores,62e971c2f15eecaf500dbfca,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 10:11 PM,29/jun/26 3:22 PM,29/jun/26 4:04 PM,29/jun/26 3:22 PM,,0,frontend,pdf,reporteria,UI,"|*Descripción*|Agregar el botón de descarga de PDF en la vista de perfil del estudiante. *Subtareas:* (1) Agregar función {{descargarPDF(id)}} en {{estudiantesService.js}}: llama a {{GET /estudiantes/:id/pdf}} con {{responseType: 'blob'}}, crea link temporal y dispara descarga. (2) Agregar botón {{""Descargar historial PDF""}} en {{EstudiantePerfilPage.jsx}}. (3) Mostrar spinner en el botón durante la generación. (4) Mostrar el botón solo para Administrador y Coordinador. (5) Si el estudiante no tiene incidentes: deshabilitar botón con tooltip {{""Sin incidentes para exportar""}}.|
|*Criterios de Aceptación*|* Botón visible solo para Administrador y Equipo de Formación. - Clic en el botón descarga el PDF correctamente en el navegador. - Spinner activo durante la generación. - Botón deshabilitado si el estudiante no tiene incidentes.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-37,0|i0008z:,,,SE Sprint 3,,1.0,,,,Listo,29/jun/26 3:22 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
3.3.2 Deploy Frontend en Vercel con HTTPS,SE-45,10324,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 10:14 PM,23/jun/26 10:14 PM,,23/jun/26 10:14 PM,,0,deploy,,,,,,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,,0|i00093:,,,SE Sprint 3,,,,,,Listo,23/jun/26 10:14 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
3.1.1 Vistas SQL y endpoints de métricas para el dashboard,SE-40,10319,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 10:04 PM,24/jun/26 9:06 PM,,24/jun/26 9:06 PM,,0,,,,,"|*Descripción*|Crear las vistas SQL de agrupación en Supabase y los endpoints REST que alimentan el dashboard. *Subtareas:* (1) Ejecutar en Supabase SQL Editor: {{CREATE VIEW v_incidentes_por_curso}} — agrupa incidentes por curso. (2) {{CREATE VIEW v_incidentes_por_gravedad}} — distribución por gravedad. (3) {{CREATE VIEW v_tendencia_mensual}} — conteo de incidentes por mes y año. (4) Crear {{dashboardController.js}} y {{dashboardService.js}}. (5) Crear {{dashboard.routes.js}} con {{requireRole('Administrador', 'Equipo de Formación', 'Directivo')}}. (6) Endpoints: {{GET /api/v1/dashboard/incidentes-por-curso}}, {{GET /api/v1/dashboard/por-gravedad}}, {{GET /api/v1/dashboard/tendencia-mensual}}, {{GET /api/v1/dashboard/resumen}}. (7) Registrar rutas en {{index.js}}.|
|*Criterios de Aceptación*|* Los 4 endpoints retornan datos correctos verificados contra la BD. - Tiempo de respuesta menor a 1 segundo con datos reales. - Datos filtrados por {{tenant_id}} (RLS activo). - Roles insuficientes (Inspector, Docente) → 403. - {{GET /dashboard/resumen}} retorna: total incidentes, total graves, protocolos activos, estudiantes con incidentes.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-36,0|i00095:,,,SE Sprint 3,,2.0,,,,Listo,24/jun/26 9:06 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
